symbol,source_symbol,security,index,sector,industry,subindustry,snapshot_date
PFS,PFS,"Provident Financial Services, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
PG,PG,Procter & Gamble,S&P 500,Consumer Staples,Personal Care Products,Personal Care Products,2026-07-15
PGNY,PGNY,Progyny,S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
PGR,PGR,Progressive Corporation,S&P 500,Financials,Insurance,Property & Casualty Insurance,2026-07-15
PH,PH,Parker Hannifin,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
PHIN,PHIN,"PHINIA, Inc.",S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
PHM,PHM,PulteGroup,S&P 500,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
PI,PI,"Impinj, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
PII,PII,Polaris,S&P MidCap 400,Consumer Discretionary,Leisure Products,Leisure Products,2026-07-15
PINS,PINS,Pinterest,S&P MidCap 400,Communication Services,Entertainment,Interactive Home Entertainment,2026-07-15
PIPR,PIPR,Piper Sandler Companies,S&P SmallCap 600,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
PJT,PJT,"PJT Partners, Inc.",S&P SmallCap 600,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
PK,PK,Park Hotels & Resorts,S&P MidCap 400,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
PKG,PKG,Packaging Corporation of America,S&P 500,Materials,Containers & Packaging,Paper & Plastic Packaging Products & Materials,2026-07-15
PLAB,PLAB,"Photronics, Inc.",S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
PLD,PLD,Prologis,S&P 500,Real Estate,Industrial REITs,Industrial REITs,2026-07-15
PLMR,PLMR,"Palomar Holdings, Inc.",S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
PLNT,PLNT,Planet Fitness,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,2026-07-15
PLTR,PLTR,Palantir Technologies,S&P 500,Information Technology,Software,Application Software,2026-07-15
PLUS,PLUS,"ePlus, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,2026-07-15
PLXS,PLXS,Plexus Corp.,S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2026-07-15
PM,PM,Philip Morris International,S&P 500,Consumer Staples,Tobacco,Tobacco,2026-07-15
PMT,PMT,PennyMac Mortgage Investment Trust,S&P SmallCap 600,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2026-07-15
PNC,PNC,PNC Financial Services,S&P 500,Financials,Banks,Diversified Banks,2026-07-15
PNFP,PNFP,Pinnacle Financial Partners,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
PNR,PNR,Pentair,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
PNW,PNW,Pinnacle West Capital,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
PODD,PODD,Insulet Corporation,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
POOL,POOL,Pool Corporation,S&P SmallCap 600,Consumer Discretionary,Distributors,Distributors,2026-07-15
POR,POR,Portland General Electric,S&P MidCap 400,Utilities,Electric Utilities,Electric Utilities,2026-07-15
POST,POST,Post Holdings,S&P MidCap 400,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
POWI,POWI,Power Integrations,S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
POWL,POWL,"Powell Industries, Inc.",S&P SmallCap 600,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
PPC,PPC,Pilgrim's Pride,S&P MidCap 400,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
PPG,PPG,PPG Industries,S&P 500,Materials,Chemicals,Specialty Chemicals,2026-07-15
PPL,PPL,PPL Corporation,S&P 500,Utilities,Electric Utilities,Electric Utilities,2026-07-15
PPLI,PPLI,People Inc.,S&P SmallCap 600,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
PR,PR,Permian Resources,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
PRDO,PRDO,Perdoceo Education Corp.,S&P SmallCap 600,Consumer Discretionary,Diversified Consumer Services,Education Services,2026-07-15
PRG,PRG,"PROG Holdings, Inc.",S&P SmallCap 600,Financials,Consumer Finance,Consumer Finance,2026-07-15
PRGO,PRGO,Perrigo,S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PRGS,PRGS,Progress Software Corporation,S&P SmallCap 600,Information Technology,Software,Systems Software,2026-07-15
PRI,PRI,Primerica,S&P MidCap 400,Financials,Insurance,Life & Health Insurance,2026-07-15
PRIM,PRIM,Primoris Services Corporation,S&P SmallCap 600,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
PRK,PRK,Park National Corp.,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
PRKS,PRKS,United Parks & Resorts,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,2026-07-15
PRLB,PRLB,Protolabs,S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
PRSU,PRSU,"Pursuit Attractions & Hospitality, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
PRU,PRU,Prudential Financial,S&P 500,Financials,Insurance,Life & Health Insurance,2026-07-15
PRVA,PRVA,"Privia Health Group, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
PSA,PSA,Public Storage,S&P 500,Real Estate,Specialized REITs,Self-Storage REITs,2026-07-15
PSKY,PSKY,Paramount Skydance Corporation,S&P 500,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
PSMT,PSMT,PriceSmart,S&P SmallCap 600,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail,2026-07-15
PSN,PSN,Parsons Corporation,S&P MidCap 400,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
PSX,PSX,Phillips 66,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
PTC,PTC,PTC Inc.,S&P 500,Information Technology,Software,Application Software,2026-07-15
PTCT,PTCT,"PTC Therapeutics, Inc.",S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
PTEN,PTEN,"Patterson-UTI Energy, Inc.",S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Drilling,2026-07-15
PTGX,PTGX,"Protagonist Therapeutics, Inc.",S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
PTON,PTON,"Peloton Interactive, Inc.",S&P SmallCap 600,Consumer Discretionary,Leisure Products,Leisure Products,2026-07-15
PVH,PVH,PVH Corp.,S&P MidCap 400,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
PWR,PWR,Quanta Services,S&P 500,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
PYPL,PYPL,PayPal,S&P 500,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
PZZA,PZZA,Papa John's Pizza,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
Q,Q,Qnity Electronics,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
QCOM,QCOM,Qualcomm,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
QDEL,QDEL,QuidelOrtho,S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
QLYS,QLYS,Qualys,S&P MidCap 400,Information Technology,Software,Systems Software,2026-07-15
QNST,QNST,"QuinStreet, Inc.",S&P SmallCap 600,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
QRVO,QRVO,Qorvo,S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
QTWO,QTWO,"Q2 Holdings, Inc.",S&P SmallCap 600,Information Technology,Software,Application Software,2026-07-15
R,R,Ryder,S&P MidCap 400,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
RAL,RAL,Ralliant Corp,S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
RAMP,RAMP,"LiveRamp Holdings, Inc.",S&P SmallCap 600,Information Technology,Software,Application Software,2026-07-15
RBA,RBA,RB Global,S&P MidCap 400,Industrials,Commercial Services & Supplies,Diversified Support Services,2026-07-15
RBC,RBC,RBC Bearings,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
RCL,RCL,Royal Caribbean Group,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
RCUS,RCUS,"Arcus Biosciences, Inc.",S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
RDN,RDN,"Radian Group, Inc.",S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
RDNT,RDNT,"RadNet, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
REG,REG,Regency Centers,S&P 500,Real Estate,Retail REITs,Retail REITs,2026-07-15
REGN,REGN,Regeneron Pharmaceuticals,S&P 500,Health Care,Biotechnology,Biotechnology,2026-07-15
RELY,RELY,Remitly,S&P SmallCap 600,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
RES,RES,"RPC, Inc.",S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
REX,REX,REX American Resources Corporation,S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
REXR,REXR,Rexford Industrial Realty,S&P MidCap 400,Real Estate,Industrial REITs,Industrial REITs,2026-07-15
REYN,REYN,Reynolds Consumer Products,S&P SmallCap 600,Consumer Staples,Household Products,Household Products,2026-07-15
REZI,REZI,"Resideo Technologies, Inc.",S&P SmallCap 600,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,2026-07-15
RF,RF,Regions Financial Corporation,S&P 500,Financials,Banks,Regional Banks,2026-07-15
RGA,RGA,Reinsurance Group of America,S&P MidCap 400,Financials,Insurance,Reinsurance,2026-07-15
RGEN,RGEN,Repligen,S&P MidCap 400,Health Care,Biotechnology,Biotechnology,2026-07-15
RGLD,RGLD,Royal Gold,S&P MidCap 400,Materials,Metals & Mining,Gold,2026-07-15
RH,RH,RH,S&P MidCap 400,Consumer Discretionary,Specialty Retail,Homefurnishing Retail,2026-07-15
RHI,RHI,Robert Half,S&P SmallCap 600,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
RHP,RHP,Ryman Hospitality Properties,S&P SmallCap 600,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
RITM,RITM,Rithm Capital,S&P SmallCap 600,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2026-07-15
RJF,RJF,Raymond James Financial,S&P 500,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
RL,RL,Ralph Lauren Corporation,S&P 500,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
RLI,RLI,RLI Corp.,S&P MidCap 400,Financials,Insurance,Property & Casualty Insurance,2026-07-15
RMBS,RMBS,Rambus,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
RMD,RMD,ResMed,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
RNG,RNG,"RingCentral, Inc.",S&P SmallCap 600,Information Technology,Software,Application Software,2026-07-15
RNR,RNR,RenaissanceRe,S&P MidCap 400,Financials,Insurance,Reinsurance,2026-07-15
RNST,RNST,Renasant Corp.,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
ROCK,ROCK,"Gibraltar Industries, Inc.",S&P SmallCap 600,Industrials,Building Products,Building Products,2026-07-15
ROG,ROG,Rogers Corporation,S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,2026-07-15
ROIV,ROIV,Roivant Sciences,S&P MidCap 400,Health Care,Biotechnology,Biotechnology,2026-07-15
ROK,ROK,Rockwell Automation,S&P 500,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
ROKU,ROKU,"Roku, Inc.",S&P MidCap 400,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
ROL,ROL,"Rollins, Inc.",S&P 500,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,2026-07-15
ROP,ROP,Roper Technologies,S&P 500,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
ROST,ROST,Ross Stores,S&P 500,Consumer Discretionary,Specialty Retail,Apparel Retail,2026-07-15
RPM,RPM,RPM International,S&P MidCap 400,Materials,Chemicals,Specialty Chemicals,2026-07-15
RRC,RRC,Range Resources,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
RRR,RRR,"Red Rock Resorts, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
RRX,RRX,Regal Rexnord,S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
RS,RS,"Reliance, Inc.",S&P MidCap 400,Materials,Metals & Mining,Steel,2026-07-15
RSG,RSG,Republic Services,S&P 500,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,2026-07-15
RSI,RSI,"Rush Street Interactive, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
RTX,RTX,RTX Corporation,S&P 500,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
RUN,RUN,Sunrun,S&P SmallCap 600,Industrials,Building Products,Building Products,2026-07-15
RUSHA,RUSHA,Rush Enterprises,S&P SmallCap 600,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
RVTY,RVTY,Revvity,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
RXO,RXO,"RXO, Inc.",S&P SmallCap 600,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
RYAN,RYAN,Ryan Specialty,S&P MidCap 400,Financials,Insurance,Insurance Brokers,2026-07-15
RYN,RYN,Rayonier,S&P MidCap 400,Real Estate,Specialized REITs,Timber REITs,2026-07-15
SABR,SABR,Sabre,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
SAFE,SAFE,"Safehold, Inc.",S&P SmallCap 600,Real Estate,Specialized REITs,Other Specialized REITs,2026-07-15
SAFT,SAFT,"Safety Insurance Group, Inc.",S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
SAH,SAH,"Sonic Automotive, Inc.",S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
SAIA,SAIA,Saia,S&P MidCap 400,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
SAIC,SAIC,Science Applications Intl Corp,S&P MidCap 400,Industrials,Commercial Services & Supplies,Diversified Support Services,2026-07-15
SAM,SAM,Boston Beer Company,S&P MidCap 400,Consumer Staples,Beverages,Brewers,2026-07-15
SANM,SANM,Sanmina Corporation,S&P MidCap 400,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2026-07-15
SARO,SARO,StandardAero,S&P MidCap 400,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
SBAC,SBAC,SBA Communications,S&P 500,Real Estate,Specialized REITs,Telecom Tower REITs,2026-07-15
SBCF,SBCF,Seacoast Banking Corporation of Florida,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
SBH,SBH,"Sally Beauty Holdings, Inc.",S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
SBRA,SBRA,Sabra Health Care REIT,S&P MidCap 400,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
SBSI,SBSI,"Southside Bancshares, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
SBUX,SBUX,Starbucks,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
SCHL,SCHL,Scholastic Corporation,S&P SmallCap 600,Communication Services,Media,Publishing,2026-07-15
SCHW,SCHW,Charles Schwab Corporation,S&P 500,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
SCI,SCI,Service Corp Intl,S&P MidCap 400,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,2026-07-15
SCL,SCL,Stepan Company,S&P SmallCap 600,Materials,Chemicals,Specialty Chemicals,2026-07-15
SCSC,SCSC,"ScanSource, Inc.",S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,2026-07-15
SDGR,SDGR,"Schrödinger, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
SEDG,SEDG,SolarEdge,S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
SEIC,SEIC,SEI Investments Company,S&P MidCap 400,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
SEZL,SEZL,Sezzle,S&P SmallCap 600,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
SF,SF,Stifel,S&P MidCap 400,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
SFBS,SFBS,"ServisFirst Bancshares, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
SFM,SFM,Sprouts Farmers Market,S&P MidCap 400,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail,2026-07-15
SFNC,SFNC,Simmons First National Corporation,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
SGI,SGI,Somnigroup International,S&P MidCap 400,Consumer Discretionary,Household Durables,Home Furnishings,2026-07-15
SHAK,SHAK,"Shake Shack, Inc.",S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
SHC,SHC,Sotera Health,S&P MidCap 400,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
SHEN,SHEN,Shenandoah Telecommunications Co,S&P SmallCap 600,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,2026-07-15
SHO,SHO,"Sunstone Hotel Investors, Inc.",S&P SmallCap 600,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
SHOO,SHOO,"Steven Madden, Ltd.",S&P SmallCap 600,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear,2026-07-15
SHW,SHW,Sherwin-Williams,S&P 500,Materials,Chemicals,Specialty Chemicals,2026-07-15
SIG,SIG,Signet Jewelers,S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
SIGI,SIGI,Selective Insurance Group,S&P MidCap 400,Financials,Insurance,Property & Casualty Insurance,2026-07-15
SIRI,SIRI,SiriusXM,S&P MidCap 400,Communication Services,Media,Broadcasting,2026-07-15
SITM,SITM,SiTime,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
SJM,SJM,J.M. Smucker Company (The),S&P 500,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
SKT,SKT,"Tanger Factory Outlet Centers, Inc.",S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
SKY,SKY,"Champion Homes, Inc.",S&P SmallCap 600,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
SKYW,SKYW,"SkyWest, Inc.",S&P SmallCap 600,Industrials,Passenger Airlines,Passenger Airlines,2026-07-15
SLAB,SLAB,Silicon Labs,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
SLB,SLB,Schlumberger,S&P 500,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
SLG,SLG,SL Green Realty,S&P SmallCap 600,Real Estate,Office REITs,Office REITs,2026-07-15
SLGN,SLGN,Silgan Holdings,S&P MidCap 400,Materials,Containers & Packaging,"Metal, Glass & Plastic Containers",2026-07-15
SLM,SLM,SLM Corp,S&P MidCap 400,Financials,Consumer Finance,Consumer Finance,2026-07-15
SLVM,SLVM,Sylvamo Corp.,S&P SmallCap 600,Materials,Paper & Forest Products,Paper Products,2026-07-15
SM,SM,SM Energy Company,S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
SMCI,SMCI,Supermicro,S&P 500,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
SMG,SMG,Scotts Miracle-Gro Company,S&P MidCap 400,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2026-07-15
SMP,SMP,"Standard Motor Products, Inc.",S&P SmallCap 600,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,2026-07-15
SMPL,SMPL,Simply Good Foods Company,S&P SmallCap 600,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
SMTC,SMTC,Semtech,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
SN,SN,SharkNinja,S&P MidCap 400,Consumer Discretionary,Household Durables,Household Appliances,2026-07-15
SNA,SNA,Snap-on,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
SNDK,SNDK,Sandisk,S&P 500,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
SNDR,SNDR,Schneider National,S&P SmallCap 600,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
SNEX,SNEX,StoneX Group Inc.,S&P SmallCap 600,Financials,Capital Markets,Investment Banking & Brokerage,2026-07-15
SNPS,SNPS,Synopsys,S&P 500,Information Technology,Software,Application Software,2026-07-15
SNX,SNX,TD Synnex,S&P MidCap 400,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,2026-07-15
SO,SO,Southern Company,S&P 500,Utilities,Electric Utilities,Electric Utilities,2026-07-15
SOLS,SOLS,Solstice Advanced Materials,S&P MidCap 400,Materials,Chemicals,Specialty Chemicals,2026-07-15
SOLV,SOLV,Solventum,S&P 500,Health Care,Health Care Technology,Health Care Technology,2026-07-15
SON,SON,Sonoco,S&P MidCap 400,Materials,Containers & Packaging,Paper & Plastic Packaging Products & Materials,2026-07-15
SONO,SONO,"Sonos, Inc.",S&P SmallCap 600,Consumer Discretionary,Household Durables,Consumer Electronics,2026-07-15
SPG,SPG,Simon Property Group,S&P 500,Real Estate,Retail REITs,Retail REITs,2026-07-15
SPGI,SPGI,S&P Global,S&P 500,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
SPHR,SPHR,Sphere Entertainment,S&P SmallCap 600,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
SPNT,SPNT,SiriusPoint Ltd.,S&P SmallCap 600,Financials,Insurance,Reinsurance,2026-07-15
SPSC,SPSC,"SPS Commerce, Inc.",S&P SmallCap 600,Information Technology,Software,Application Software,2026-07-15
SPXC,SPXC,SPX Technologies,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
SR,SR,Spire,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
SRE,SRE,Sempra,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
SRPT,SRPT,Sarepta Therapeutics,S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
SSB,SSB,South State Bank,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
SSD,SSD,Simpson Manufacturing,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
ST,ST,Sensata Technologies,S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
STAA,STAA,STAAR Surgical Company,S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
STAG,STAG,STAG Industrial,S&P MidCap 400,Real Estate,Industrial REITs,Industrial REITs,2026-07-15
STBA,STBA,"S&T Bancorp, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
STC,STC,Stewart Information Services Corporation,S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
STE,STE,Steris,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
STEP,STEP,StepStone Group,S&P SmallCap 600,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
STLD,STLD,Steel Dynamics,S&P 500,Materials,Metals & Mining,Steel,2026-07-15
STRA,STRA,"Strategic Education, Inc.",S&P SmallCap 600,Consumer Discretionary,Diversified Consumer Services,Education Services,2026-07-15
STRL,STRL,Sterling Infrastructure,S&P MidCap 400,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
STT,STT,State Street Corporation,S&P 500,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
STWD,STWD,Starwood Property Trust,S&P MidCap 400,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2026-07-15
STX,STX,Seagate Technology,S&P 500,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
STZ,STZ,Constellation Brands,S&P 500,Consumer Staples,Beverages,Distillers & Vintners,2026-07-15
SUPN,SUPN,"Supernus Pharmaceuticals, Inc.",S&P SmallCap 600,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
SW,SW,Smurfit Westrock,S&P 500,Materials,Containers & Packaging,Paper & Plastic Packaging Products & Materials,2026-07-15
SWK,SWK,Stanley Black & Decker,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
SWKS,SWKS,Skyworks Solutions,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
SWX,SWX,Southwest Gas Corp,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
SXI,SXI,Standex International Corporation,S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
SXT,SXT,Sensient Technologies,S&P SmallCap 600,Materials,Chemicals,Specialty Chemicals,2026-07-15
SYF,SYF,Synchrony Financial,S&P 500,Financials,Consumer Finance,Consumer Finance,2026-07-15
SYK,SYK,Stryker Corporation,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
SYNA,SYNA,Synaptics,S&P MidCap 400,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
SYY,SYY,Sysco,S&P 500,Consumer Staples,Consumer Staples Distribution & Retail,Food Distributors,2026-07-15
T,T,AT&T,S&P 500,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,2026-07-15
TALO,TALO,"Talos Energy, Inc.",S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
TAP,TAP,Molson Coors Beverage Company,S&P 500,Consumer Staples,Beverages,Brewers,2026-07-15
TBBK,TBBK,"The Bancorp, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
